sRNA,0.9273484497917630,50.0,0.8134,1351955.414137200,425974.71830985900,22,27335603,0,0.261854,0.241086,0.243672,0.253118
sRNA,0.9691194881068300,92.0,0.73345,730766.6803172680,192218.93396489300,22,22798220,0,0.2555103260869570,0.24749076086956500,0.23877173913043500,0.25783260869565200
sRNA,0.9794071056800180,126.0,0.2359,2075814.2945365500,599175.8837843980,22,25984322,0,0.24856349206349200,0.2616468253968250,0.2226154761904760,0.26712579365079400
sRNA,0.8817784631200210,75.0,0.39155,3088085.1432359500,645707.9103127420,22,42583040,0,0.28270866666666700,0.227376,0.265376,0.22423133333333300
sRNA,0.9743875278396440,75.0,0.7884,993133.1541168170,387374.9958112260,22,23009631,0,0.247772,0.25910933333333300,0.245036,0.247988
sRNA,0.9683815648445870,74.6312,0.8998,1255365.8988210300,361955.3118785270,22,27290446,0,0.27810888743581800,0.2164027913258800,0.22634635380377100,0.2791419674345310
sRNA,0.9762368998293930,75.6369,0.8985,985283.4504583930,20975.078096400200,11,60258870,0,0.22240467285147900,0.2804847898314180,0.2842475035333280,0.2128418800876290
sRNA,0.9339402603265370,50.0,0.7653,665012.571254015,208840.05576908600,22,23036965,0,0.266419,0.238729,0.234685,0.260138
sRNA,0.960588127631017,101.0,0.8684,675905.3537746900,168987.56075508600,22,23955219,0,0.2868123762376240,0.21999603960396000,0.20852128712871300,0.28462970297029700
sRNA,0.9437438820752000,96.0,0.88015,596462.8826276930,159522.999769386,22,19832634,0,0.28191770833333300,0.21665208333333300,0.21387291666666700,0.2870875
sRNA,0.9941537145301580,100.0,0.9216,1937246.158728140,37119.50417409920,11,146932428,0,0.227259,0.307337,0.2160615,0.2490535
sRNA,0.9738292011019280,50.0,0.744,772118.699124889,190628.43681887200,22,23592186,0,0.259133,0.241565,0.2406,0.258417
sRNA,0.9768296128849960,75.0,0.7952,980071.7737569340,392941.7310090700,22,23299415,0,0.260056,0.249076,0.23744933333333300,0.252636
sRNA,0.9825566590272470,76.0,0.8899,1082424.5737869700,352699.58337589400,22,25669017,0,0.25240394736842100,0.25190921052631600,0.24329473684210500,0.25236315789473700
sRNA,0.7719489981785060,36.0,0.3798,3674605.0067251400,939433.7712082260,22,46433400,0,0.216625,0.2509972222222220,0.2813833333333330,0.25096944444444400
sRNA,0.9771220742652670,100.0,0.83355,650772.2968166060,162045.8451688690,22,22801992,0,0.2806335,0.22068,0.2182745,0.280164
sRNA,0.9821676995067660,75.0,0.8821,1012863.0436694600,349640.209384908,22,28140996,0,0.2502893333333330,0.255256,0.24593733333333300,0.24851733333333300
sRNA,0.9418170740994590,97.0,0.6589,796001.520235954,208768.7302616520,22,21018829,0,0.27023505154639200,0.2390139175257730,0.22219536082474200,0.268520618556701
sRNA,0.9190100478791560,50.0,0.9358,1388635.432024550,53042.60413150610,16,70005264,0,0.234466,0.315441,0.227355,0.2223
